sentiment,tweet
1,@tickeyy ha. Well okkk...ill take a bracelet hehe 
0,Bleh.. So bored.. It's lights out but i can't sleep 
1,At the bee's with the bird 
0,@ewaniesciuszko EWAA YOU GOT IT ALREADY!!! WTFFF. aaawww  picctureee i wannaaa picture and i call being your background hahaha
0,Saw andrew. Very emotional.  we both were heart broken. We spoke about the andrew I knew &amp; loved is gone. I still love him very much.
0,@RachelJoanna I miss you 
1,"@Terrbear38 Your pics are great!  Good job!  And I love your owl rag bag.  I have a qn sized flannel shaggy quilt like it, it's awesome. "
0,"Working overtime.   oh well  work hard, party harder I guess. !"
0,Last night I went out on a Bixi but passed by three racks that were completely full and had to double back almost to where i started 
0,@thecupcakewhore not whn ur shitting ur guts out 
0,"@danielamezcua So sad  life is but a moment or like the life span of a cut flower...rest in peace, my prayers are with her family."
0,"@JustcallmeMac kill him, but no cars involved "
1,"@tommcfly these people at a car boot today had the cheek to try and sell your copy of radioactive from news of the world paper, haha! "
1,@richardkellypho How do you get the box on a hard drive??? 
1,"@Peter_Nehem http://whatsinthebox.nl/ is #IWITB check it out...its really interesting for coders, and gamers "
0,"@bekbee Yeah it's me and a best friends venue of choice no matter what the music. Pity! I will do, mind you I have to be up at 10 4study. "
1,@Hatz94 heyyy just wanted to wish you a good night.  I was on stickam for a little but was having problems with some people messaging me..
0,"what am i doing?  - obviously not sleeping like i should be   stupid, stupid insomnia"
0,I don't feel good  waaaah!
1,"@girlgetstrong That's funny! Not in Canada yet, but my career started at Spence Diamonds 17 years ago located throughout Canada!  Twt  ..."
0,Re-pinging @MsQueenn: Somethings wrong with my Twinkleeeeee!!  ha ha :p but I still love you tho
1,*BOOOM* It's a thunderstorm! 
1,getting ready for Volstead tonight.. I feel a need a drink! already?? 
0,@Thatcher you know I would in one second if I knew how 
1,@Diva_LadyAngel  will be the next world's superstar *Winks* amazing features i would think
1,@MarsOver My Hunnies (Esmeralda) has a twitter!!! When I find her follow her k 
1,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography 
1,At the snowball stand. Getting a rainbow snowball. 
1,Listening to tom petty n really diggin it. Time for sleepy sleep. Night 
0,@antony_yiu I was in Singapore and Thailand for a week or so. Back in Cali now 
1,"Well, this page is new to me, and what else can happen? jaja  PS: I love the jonas brothers  "
1,In my bed about to go to sleep loving how nowadays I get the bed all to myself 
0,oh fml I just yackkked. I don't feel good. that's what I get for drinking from 7ish pm-3ish am 
0,@Nessie_Cullen4  I'm so sorry Ness you don't deserve all this
1,Watching family guy! 
1,"@spiv1 well that's helpful, for sure.  I've been on my own now for 3 months, but it's not just temporary.  So far, so good, I must say "
0,"@adrianpesebre I cant set it up. I've been typing &quot;GO LG KS360,,1234&quot; they reply that I had it all wrong. But I'm doing it right. "
1,im doing nothin... 
0,"@puresock it is UNNACCEPTABLE! yeah yeah, I just gotta leave the house soon, I wanted to play on the train "
0,ugggggggggggg at home. on a friday. sad. HIGH anxiety 
0,Why can't I sleep?! I feel so uncomfortable... 
1,I'm isolating myself in front of the computer all day. Gotta go out now for real intimacy! 
1,going to bed  i should really tweet more often. night night yall!
1,@glitzyorbit Hello hope Your day is going well 
0,@NappyBeauty dam now i feel bad 
0,I can't sleep! Lakers lost and The Game got cancelled..plus mom's cussed me out today.. 
1,@torilovesmusicx haha i'll definitely will next time  thanks for sharing
0,I wish the weather would just stop being rainy and let us play with hot air balloons 
1,we skipped the last weekend...eagerly looking forward to this one...gonna booze as far as my pocket will take me 
1,framing hanley has #4 spot on the # 1 countdown they'll be # 1 again soon enuff  love u nixon
0,@LaurenConrad i love the hills ! i wish i could star in it one day  xxx
1,"watching little comets vids on youtube  they are hilarious. mtv cribs, 'this table was actually given to me by george michael' ;)"
1,"I was just asked today if I was a conservative or a liberal. Last I checked, there was also a middle of the road option. "
0,@michelle_kristy - do you think 1 of those dodgy bottles of FBS would do the job of Botox? I've got a reading crease between my eyebrows 
0,@ekrelly 
0,@Brodhe geez ur no fun are you 
1,@JamboTheJourno Aaah. I like it  will be entertaining!
1,@jessblack322 haha so did i ... and yay 
1,@ShamanicDreamer awww I wonder if whitey will be back 
0,"went on a long 10 mile bike ride today, then it started raining "
1,@JulieRasmussen are you coming by to see us? Make sure to say hi. 
0,"so tired after just going out 4 lunch...obviously still ill &amp; not 100% well  off 2 take nap, cant stay awake!"
0,twitter's connection to facebook's down 
1,What to do when you feel sick? Eat an apple! 
1,@MiL0_ fairfield in melbourne 
0,It's going to be a loooooong day  I don't see myself eating nething today.. And probably spending a lot of time in bed.. 
0,seven pounds is too sad for me 
0,just getting home...its snowing 
0,@chloelunn UGH  Thats ruined my day.
0,"Just spent over 2 hours on the phone. I miss my best guy friend D, terribly "
1,babysitting Wyatt todaaay &amp; tomorrow with tylerrrr. Spending the nighttttt 
1,@NyckiMidTown That's who I want to win too. 
0,@mycineplex I totally agree. twilight won tons of awards and the other people who really deserved them didnt get them 
1,@forces2 I'm busier than a 1 legged butt-kicker...  Shall we have a dance-off???    I'm in!
1,I am so near to crashing! I will make myself a tea 
1,@Red__Velvet Wonderful..keep at it. You will be AMAZED at yourself when you do what you know you need to do... I'm proud of you 
0,christofer drew sold out. 
0,"@is_selene: oh god, you have no idea..how much I fucking miss you!!! "
1,#iremember Captain Planet 
0,"@ElizaPatricia LOL, from what I've seen, LA treats rain like other cities treat ice and snow.  Kinda funny, except for the accidents "
0,I just saw Drag me to hell and now I'm scared.  and grossed out it was pretty disgusting.
1,@CrunchyK I'm sure we'll LOVE it!  
1,@thisisJonKelley I want to be a photographer.  What do I put in the email?
0,@tweetdeck what happened to TD today? Lots of problems with it not updating at all! 
1,I adore your shoes!  http://lookbook.nu/look/155920
1,@MrPeterAndre Hey Peter. OSrry to be a pain. Please follow me 
1,One email down 
1,Haha @compassion123 yeh apparently  I agree on the weirdness factor.
1,has nothing to do in comm. tech. and also hopes linzis cousin will be ok 
1,My BB has just fallen for the 4th time! Fortunately it's still OK.. 
1,@Mom2TwoVikings I'm glad someone understands! 
1,Heey  I'm goin swimming today and then we're having a bbq! This will be so much fun!
0,"I don't wanna go home for four months  Tonight was the best night in Orlando, by far. Love my girlies so much!"
1,@kristahuot THAT would be great!  I'm a junkie for cool t-shirts!  
0,aaarrrgghhhh!!!! sunburn + water = EPIC FAIL 
1,@yewww ok nice to meet u Jesse  I love new zeland!!!! How old r you?
1,Hey All! Catch my show tomorrow @ 5PM Pacific Standard Time 8PM East Coast 
0,Wow... What Lovely Weather 
1,going rest some  &lt;meeting new people -awesome thing... ;))).... tomorrow church...;p
1,new twitter 
1,"http://www.ossia.fm/linzmusic if you dont have one, get one!  #ossia"
0,Big_Rick: Later going back to bed  http://tinyurl.com/kvzqfc
1,@Ilkee oh alright! hopefully i get to catch it. it past midnight here and i might be going to bed soon  ill try my best to catch it 
0,the unicorn just took a bite out of me 
0,Today is lazy time for me.. just stay at home 
0,"Somebody that laughs loud is at my house, I want to go up stairs but I so  scared "
1,Coming up with something soon... 
1,"@Disney_Dreaming HI @Disney_Dreaming , I CAN'T WAIT FOR MTV AWARDS at Sunday, May 31. i really hope Miley Cyrus win  she has 2 nominee"
0,@marleeisalive1 i wanted allison to win too!  lol
1,just got finished chilling w. NINA SKY 
1,getting some stuff done for the beaaaach w/ shellll  then probablyyy watchinggg moviiies all night again 
1,im going for chelsea 
1,@Pawelotti thank you 
1,cricket time 
1,But. I can watch grandpa's bus from here. 
1,@tishushu  you checked out the bee-hive in atl yet? i stumbled upon the site &amp; instantly thght of u &amp; my crotcheted scarf im waitin on.
1,Good Morning Twitter! I slept SO good!  I had a dream about @aplusk but nothing kinky... it was kind of boring actually but I slept good!
0,boo  i wish u could  transfer your bb pin over to a new phone
1,whose lineeeee 
1,Aww heading home. Tonight was a very fun night! 
1,@SQLCraftsman The secret to making truly good ribs is being my mother. 
0,has to get up (slightly) early tomorrow. 
1,"@DaveJMatthews Egominaical humans are destroying our Grace, and we lay like Stones, accepting Typical, ah but if they meet the Maker, PHX "
1,@courtneyruthven lol. How's it going? 
0,@PintUnspecific Sigh - It depressed me so 
1,@Devidev ummm u forgot to pick me up for that lol J/K!! please take pictuers video blog about it something!!! 
0,Just woke up to a fucking truck unloading rocks onto my frontyard 
1,Waiting for mitchel musso 
1,I wanna learn Korean. 
0,@mojosmobile Just had my 5800XM reset itself 4 the 1st time ever! Installed new Twiitix v1.1 and was testing it out  #mojosmobile #twittix
1,Nadeem have a nice flight! And say hi for me to New York!!! 
1,&quot;The CW has renewed the show for a third season expected to air in the fall of 2009&quot; YAY 
0,@peltypoo I wish I was so lucky... awake in 6 hours for me! 
1,Morning all! I am so blessed and so are you! 
1,"Played Stuntman Ignition for most of the day today. Damn that game rocks, it's SO underrated "
1,im still awake and its very very late 
0,im going to be bored 2nite 
1,Completing a survey  for Microsoft windows 7 
1,"i want a tangerine!!!!!   any1 have one handy, b/c i'm REALLY hungry "
1,@GabrielMY Great cant wait to read them 
0,Steven is mean. He bit me. 
0,I MISS LINA AND ASHLEY!!!!!!!!!!! 
1,Went shopping Saturday and Sunday  ohh and i finally found my dress it reveals a bit lol this weekend was ahhmazing ;)
0,i left out my homegirl earlier today.  so check out @nineonefour #followfriday (sorry sandi!)
0,wifi seems to be much more reliable now on the plane. no power however   battery almost dead. about to land soon anyways later!
1,@meeshly guess? (hint: wine cellars don't ask me for my ID anymore) 
1,"with elena....beautiful dayy, driving around blasting our music  love it"
0,oh my Maja I am praying that she heals very soon. Give her a granny hug. I will see her soon 
1,falling asleep to some neighbors having an acoustic jam sesh. i have mad love for boulder 
0,@MSPRETTYPRETTY lol  shit sucks man smh. U goin to jackies right?
0,@nkotbfan4life09 oh man  I dunno how u do it 
0,is sitting in a caravan not as nice as the newquay one and there's no surf 
0,Life just isnt on my side 
0,just listened 2 probably the worst song by my favorite band i didnt think it was possible its called Superman. its bad bc bill sounds bad 
1,@jj9103 Enjoy that pampering!   Do you have some products you love for ongoing support??? You can only do facials so often...Christy.
0,@foogirl damn damn. I wish I had been online. 
1,tomorrow's about to be a lonnnng day! but it's just a day closer to Friday 
0,up late and trying to study.. I want to go to the Lakers game but can't afford them.  
1,"watching the simpsons, the movie "
1,@onearmbear Need any help? There are many tools and design template out there. Cheers. 
0,My  internet is down til wed.  i need to work. I'm the only person in the world annoyed that a 3day weekend just became 5 days.
0,Tired tired tired. When is god ever gonna move in me? Ugh! Happy anniversary jbob! Work tom a.m 
1,@JaneTimmins lol   think they might not be up to it   should it be progressive relaxation induction or direct elman style  thanks 
1,"@ilovemytroops LOL, I was thinking the same thing. "
0,really has had a shiity week! n just when I thought it couldnt get any worse..I'm told of a death in the family! 
0,can't believe that &quot;Daisies&quot; will be over next week. How are they gonna end this? 
0,"No thunder here in Lichfield in the end! Really must go to bed tho, tired and have a day of tidying tomorrow "
1,debating what car to buy myself for simply being me haha. 09 white TT is tempting. working hard and spendin harder makes me happy 
0,Doesnt start till 11!!!!!! No cameras allowed 
1,@THE_REAL_SHAQ burn Dallas burn!! im with the Nuggets' boys all the way! i see Nuggets vs Lakers &amp; Kobe gettin his ass kicked!... no diss 
1,@mileycyrus and i love your music 
0,@EmilyLovesGlee just check my porfile... 
1,chai tea then sleeeeeeep. lunch with the family tomorrow 
1,just explained Twitter to her Mom 
1,"Haha, just wrestled my phone off of the boys. Sorry Twitter for any weird tweets! "
1,"@laginha ...NIZATION. com'on, it's not that hard to spell, is it? damn you "
0,@BrandyWandLover  Dont want to talk about it babe  Wanna escape it all! How much are flights to mars?!??! Hows my girl? xxxx
0,Ah the weekend...2 bad I'm all booked 
1,Bedouin Soundclash and breakfast. 
1,@anaggh he he he  Those are not mine. My friend is in his elements today! 
0,@pressdarling the link doesn't work for me ? 
0,My gardening skills are severely lacking. It looks a mess out there! I want my garden to be pretty and enchanted but 1 half is a disaster 
0,bak at mi place...still in pain  ......feelin kinda sick still frm da smoke frm my mommas amiga's crib...hit up da cell or msg me online
0,Damn man sorry to hear that bro 
0,@hinkybinks u see? i only have energy in the am.. 
0,Everyone wants froyo tonight too... so I has to wait on this long line 
0,.another reason this weekend's gonna blow: iCan't blog. 
1,"@smileyh10 i love miley cyrus  shes my role model, even though im older."
1,@xo_mcflyandjb i find myself in your story loud.. i can be loud 
1,@antigonisher welcome to twitter! A finer addition we've never seen 
0,@phel Will be out - sorry 
1,is going out to Jen's house tonight  to party!! 
0,my feet are cold 
1,"Signing up for baby classes. Well, @maxdyckhoff is signing us up. "
0,@fashionablegal awwwwww.  I'm so sorry!  Happens to the best of us. 
0,@loloie I think I've read at least one of those. Can't remember the details. Takes me back to the days of doing ballet 
1,"@sammoran Welcome back to twitter! Many 2 year olds would love you as a best friend, I know mine would  Have fun filming."
0,broke her shoulder on friday 
1,OMFG. i didnt expect that at all. damn peinn. 
1,Looks like you're all enjoying the Â£5k links promotion. Remember it's on all week 
0,@Ash3Nicole ummm I wish lol mannnn dis shit so wack n here! Only way I'm makin a mil is if one nigga give me dat shit 
1,"@aaronbordin i can't believe i didn't read your twitter and ate bakers delight. ahh fatty, but i'll start now..  ps your running."
0,"Enjoying the smell of fresh rain, and the thunderous cracks of lightning by myself. "
1,at pacific place. wifey will be performing shortly at an indosat black berry event.  we now eat while we wait. riung sunda! yumm
1,"hello ebay, long time no buy  LOL"
1,"@siyaadah You're so sweet, thank you. Sorry I was gone for awhile again  Scooter really is a great dog, so funny &amp; full of life"
0,Still trying to get over this damn cold....I'm up all night hacking something needs to be done 
1,aww my son gave me a purple g shock for mother's day 
1,walked the dogs 
0,"Sad naman. Seems like everybody has plans for the long weekend. Sagada, Camiguin..Pano naman ako? "
1,anyways!! headed to the pool 
1,"Finally back to normality and mobile signal   I'm a 70.3 ironman, proudest moment of my life. I'm acing this morning big time."
0,@ellisonrox awwww  but she will be on tomorrow @ 4. i will still watch her show even though you guys persecute me. are you far away? 
1,@IM_ALEXES LOL ha ha that's funny.. U have a goodnight dude I'm gunna knock out don't stay up too late with the Xbox360 
1,Woke up 2 a cold ass house w/ nobody in it....jus how I like it  Eggs &amp; Salmon... U know tha deal
0,Wonders why I'm not at the Dallas JB show.. @mileycyrus.  I would love to see her!
1,@chebella17  OK - hang in there    it'll be ok.....
0,"belli I miss you..! i wanted go to you!I hope, you have fun, also without me "
1,Havin dinner with @Stu_D0gg  bbl
1,@usmcpablo very true  I love change&amp;I cant wait to move out &amp; start my &quot;real life&quot; &amp;thank u for ur reply it was uplifting I needed that 
1,I'm up...and trying to be excited about that due to some words a certain @jessemccarl said to me the other day 
0,nothing interesting today..no one wants to help me in getting bella her doggy wheelchair 
1,Alexander Rybak - Fairytale.mpï¿½ ï¿½? **  The best Project in Informatics Forever. 
0,back home today. I have parcels waiting but can only pick them up on the morrow 
1,Playing the Sims. Hanging out with my best freind Haley 
1,i know eh jaymee  and i wasnt even on lol 
1,@PinkLightning_ They are going to be on bebo btw 
1,Finally I've got my Grad gift 
0,@#3turnoffwords Test was positive 
1,@RobBothan Thank you!!! YAY 
0,another lonely night. 
1,@JaneHungOz Oh! Have fun! Stweet you (?) soon. 
0,"Ohh, how bad I sleep "
1,@mokargas dedicated ... but anything seems slow when you want to go home 
0,@WannaBeSkinny They really are. They're a tad expensive though. 
1,"@JamesMW78 Good morning, enjoy the weather as much as you can "
1,is going to have breakfast. ill tweet back in a few! 
1,love Taylor swift and feeling very pround of myself for campleting all my homework YAY!! x 
1,"Detective Conan episode 4 script is done... I may touch it up later, but for now it's fine. "
0,@mp_squared Aw.  I hope you feel better!  I think unless you tell them at the ER that you can't breathe you'll be there for awhile.  
1,@Pepsieee I want to see the &quot;business end&quot; of the female Sim 
0,bored school sucks 
0,@tamaraeden that's a v. good idea except i have no cereal in the house  only oatmeal --
1,@mzmraz Tweeps nice too  thanks!
1,@kris_passons Happy birthday to Mr. Passons 
0,@ChristineRabel Hi Christine. How kind of you! I've missed you too. i have not been tweeting much lately  Very busy with our biz howru
1,@khen_niley miss you too kath!  see you soon!
1,@daraguiney you're on tour w/ aerosmith now?! Sweet hottness 
0,At a party and all I want to talk about is padre stuff and I can't  Dude Anita is DTF!!!
1,@kristenemorse love you too  p.s. how come u dont eat w/ me anymore? @lukeshomemo ...uh. bout that. watch your back.
0,"ahhh my mom is being annoyingg with her new iphone., "
1,"@DawnWehbey Yes, you're very lucky, Dawn! Lovely pics --thx for sharing! "
1,@FloeDezzy lol at ur QA approval!! Thx cause you know I can't promote it without approval ;) thx for checking ya girl out! 
0,@backstreetboys http://twitpic.com/6hjhg - Miss you... Rally  From Argentina
0,@JessSlevin I don't even know if I'm moving yet... gotta get a job offer first.  What's your rent? I dunno what Gramercy is... Googling it
0,but what happen? They all got dissapointed. I wonder.... Im tired. So tired. 'Sick in the head' syndrome...again. Hate this   
0,@ASOS_Julia ouch! sore!! I did use suncream...I don't know why it went wrong haha. Had to sit in the cinema field by myself all night 
1,EUROVISION YOU ARE AMAZING 
0,"My job sucks  lunchtime already. Soup, yum @mcflyharry #harrymcflytosing x"
1,@mileycyrus if i had 1 wish it would to be with you you are so beautiful 
0,"Well, I'm finally uncapped. Thank God. But, butâ¦ oh noes! It seems last billing day free downloads on BigPond cable is finally over. "
1,@OneLovelyLibra  forreal lysha .... FORREAL. you and @Nem_Zero are just pervs and took what i said out of context! lil nastiesssss.pfft.
0,"GA's tour just ended, no more GA for a year or two.. soo sad "
1,im fucking bored. 
0,Samantha Ronson's somewhere out in some Makati club DJ'ing and I'm here blogging. 
0,@luxofgodsgirls don't frown at me! 
1,"Life right now, is soo good "
0,Post party hangover 
1,waw my blog is already indexed by bing  I loved that 
1,@DynamicShock i voted! hope you win 
1,@Pepsimo Well thats not so bad..if you looked good then you should be happy!! lol No i didn't - ive been out all day! 
1,I realize how lucky I am to have my friends. 
1,@OperationA Hey!!! 
0,It's awesome weather today! And I'm....here?! 
0,@Splodz spotted a 'listen again' feature on their site http://bit.ly/splodz looks like todays show not up yet 
1,#UI / #UX talent required in Cambridgeshire  Got the skills? #idealpeople
1,time to mega clean this huse..  mops at the ready!
0,im gunna have to join la fitness or something 
0,Eh where is the sun gone???! 
0,No more 3rd year  but the junior certs over and summers here!!!
0,humuhuhlhlhuhuhuhuhhh. my dad bought  an ed hardy t-shirt for me. noooooooooooooooooooooooooooooooooo.  he doesn't know me
0,Somebody come be my nurse! Please 
0,*sigh* I want cable 
1,@ClaudiaProudPJ Olï¿½ Claudia    Seen any new suspects lately?  There are a lot of them around  )
1,"@birlaasports Come on Arsenal  Bet ï¿½25 on the match, get ï¿½25 cashback if you lose @ http://tinyurl.com/coc9uq"
0,just felt like saying twugs tryed 2 get my five seconds of fame 2 the wolrd nw its over 
0,"This has to be the longest shuttle ride EVER. Not running late, but getting short on patience. And it's really stuffy in here. "
0,"epic fail in trying to be civil towards another ex. i tried really hard! but noooo, he did not want any of it. i never even did anything "
1,@AnnelieSch26 well that is a very good quote 
1,@BabyPhat Congratulations to u &amp; ur family &amp; God bless all 3 of your children. Welcome! to ur newbornm son 
1,Oh crap.. thank god its friday   Im in desperate need of a coctail!
0,last night was cool. got my feet soaked tho.  ben by far has the best bon fires.
0,feels so sick   I just want to eat in peace...
0,"@Sin31415 Ahhh hello. My exam went ok, as well as can be expected yay. Fishie is losing his scales  but he seems perky so fingers crossed!"
1,Gooood afternoon tweeters!  Just watched thursday's episode of SYTYCD and almost cried when they split up the Kasprzak brothers! D:
0,with the teardrops in my eyes 
0,"Saw my first ever broken into car on the island today.    Reported to police who tell me it's been like that 4 days, and owner is aware."
1,Finally gonna sleep after 13 hours of training!!!! Gniite 
0,Int. Makeup Artists competition tomorrow. ..I know skin/color theory like no other; missing IMAT's tho   http://www.makeupartistshow.com/
0,"Today I went looking for people from Facebook to talk to about CIA project, but I ended up in a big empty building I guess they moved "
1,@heinrichfrei DO IT  Then cam whore and post it all over the internet :p
1,completely revamping a business model for a customer...that's always fun. 
0,"@Twilight_Madd it's AMAZING. it's so cute, and you feel really sorry for Rob's character  i love it : D"
1,@Foxy_HotSawce owwwwww! gooood morning 
0,Days off &amp; decorating the lounge 
1,@mia_queen FINALLY OUt OF SCHOOL!  haha and ya i love kids to.
1,"Had fun at universal with the bestie @iitsJessbabyy, mom and Tess. Fire power!! "
1,@LukeHall1995 don't forget to take a picture of it when it's finished and twitpic it so everyone can see 
1,"getting at octo-mom, expect 9 this time america. "
0,argh headache cant breathe diarrhea i think im staying in bed all day 
1,"@DJMagenta *blush* thanks, pal. "
1,*thinks she'll change her avitar* @AndyWendt Funny Guy!!  
1,@absolutraia my best wishes for you li! 
1,@jamie_oliver And the other half of the twitterers are enjoying what the wonderful Sunday afternoon has to offer 
1,@SaulaSmurf lol ice pops sounds fun hehe  nm really got sum new colthes thats it 
0,"Please send some energy his way - thought we had a heart last night, but it ended up not being the right size  http://tinyurl.com/nkr9ol"
1,@MomsofAmerica No worries! Not going to spill the beans. 
0,check my vital signs you'll see im still alive but i walk alone 
1,@CynthiaBuroughs hugs bk 
0,where is my BFF i haven't talked to her in like forever...boohoo 
1,"I've decided, I'm going through every single Depeche Mode album I've got until I fall asleep at my keyboard. Living on the edge! "
0,"@tthompson1969 the f#@$er!! See, that's why I stay away from that cesspit. I'm sorry you got cyberpunked. "
0,Go away stupid rain... 
1,iv pain relievers. Waiting on our Ortho surgeon to round so will be able to update more then. Pressure bandage is still holding 
1,showering. oohhh wow only 9 more updates till 1500. let's make it an @reply! 
0,@yonaa @bellamy urbandictionary.com denied! 
1,Photo: what i called family  http://tumblr.com/x4r1x6law
1,Can't wait for Mel's wedding in just five more days!!! 
1,Still haven't slept. At Mobile regional airport about 2 board 2 LA. Plan on sleepin in the plane the whole way there 2 make the time fly 
1, that's all i have to say or show lol
1,@emessaar What is ur facebook url? Mine is waterfox 
1,"@dink9966 Losing those 2 guys is huge, but you gotta deal with it.  Time to call up Weber for the PP &amp; Price to take some NyQuil  #habs"
1,UP was amazing!! fun weekend 
1,"@LaurenBosworth looooove Sun Chips, sounds weird, but dip them in vanilla yogurt - you get the salty and sweet! "
0,@sarahmonline i know i bet the tickets are going to sell out SO FAST cause JB is hosting  we should go to that party instead lol
0,is working and tired 
0,In trouble..  Sucky.. I love robert&lt;3 Peace.Love.Happiness.
0,feels awesome to stay up the whole night and dont think about the summer at all! but school starts again August 20th... 
1,Morning all  Another beautiful day in #wales just right for drinking tea outside #nationalteaparty I am having an easier day today!
1,@acetuk Really difficult but think I made the right choice 
1,@kirste Thanks dear; pardon me; smxs I play funny; maybe most of the time; I believe joy is the end result of tweeting 
0,@romaineami @lzsantana. Heffa its a song from trey I was listenin to on my way home. N I am lonely 
0,Not much Happening today! Exams exams exams 
0,Metal Gear no 360! Oh fuck 
0,He doesn't know me... 
0,"Been On The wii,,Realii Bored Today  lol"
0,"Yesterday I saw an adorable puppy, but was afraid of me, and growls, That's sad "
0,I hate seeing people unhappy: I feel like I should try to fix things 
0,"not looking forward to work 2mora, it's gonna be a looooooong day "
1,@wonder_nat do you know I had a feeling that might happen!! way to go hun! 
0,"@ddlovato Yeah but even if you said that everday, theres still people who will bring you down "
1,"@alexaamcfly glad someone else hated him to then  haha. ohh yeah, i forgot about that, that was classic! haha  xx"
1,miss my senior high....(ugh....so old i am)  
1,Wooo baby it's hot out!!  Fixing the good 'ol resume
1,cant wait until 17th june going to see oasis in murrayfield 
1,I think I'm going to hit up m&amp;m meats then the grocery store  Crazy what a hangover can achieve.
1,@ikooki @azeentey @Naziya tomorrow night bbq - Thompey's b'day... Keep free Ok... 
1,"omg, i love the song ' I wanna know you ' by miley cyrus and david archuleta  &lt;3"
0,Missing all the yummy snacks Jay must have carried to office today 
0,says so I've re-washed and blocked the cardigan.  It's still too big   I wish I'd checked Ravelry  before kn... http://plurk.com/p/xymjd
0,Work seems so long when you you've had to many drinks the night before  seemed like a good idea at the time though!
1,@TaraLynnFoxx i kno i m....just tryin to get u to become as recognizable ur 1rst year and popular as I can! 
0,Took my mom to the airport  work til 3 then maybe six flags.
1,you know what I like about packing? FINDING MONEY YOU DIDN'T KNOW YOU HAD. 
1,@krisalderson Congrats  You should convince Britt to  get a twitter 
0,"@ameeface Well, if you do, you might eventually have to refer to http://civanon.org/. Good luck and God speed, brave one "
1,Elephant Phyo Phyo gave birth about an hour ago to baby   All went fine! For more cuteness go here: http://www.baby-olifant.be/
0,"Wow, twitter is being crappy tonight.  I just got back from being dragged to Wallmart   I really hate that place."
0,I am not a map dit.  
1,CEcit OUT people Check it OUT   http://bit.ly/87ej4
1,@minimum12 Hi! Just followed you. Where are you currently? 
1,@fabiobelieveman boa noite true luv 
1,Never be embarassed to say who you really are. Hello my name is Rawan Zakout and i cried at the movie lilo and stitch 2. 
1,"@thescript You guys were amazing tonight. BTW, we screamed I love you tonight and you said it back. You made our night. Thank you. "
1,hanging out with Manda today!  text me! 8179640122
0,@TariAkpodiete Viewed a bit of that sorta thing from afar aftr lvng TO. Via TV or CDs etc. Ppl  who treated me/others bad bcoming famous 
0,Only getting to listen to the end of BSB radio... 
1,@kirch69 very fun!  I'm super jealous... 
0,i'm so bored - have to go clean the showers now 
1,"Going to try set up wifi at home so I'll have 3 places to tweet from -pc, laptop and ipod "
0,"Shame, I really like Susan Boyle. She should've won Britain's Got Talent.  http://plurk.com/p/xe5z2"
1,our new album is now on iTunes and amazon and it's only 6 bucks! Just search for 'today as tomorrow'.  pretty please? 
1,"hey benny, dont complain, or ill make you do my calculus. "
1,sitting all alone in gym cuz there is like 10 kids here....i wish nicole could come down 
0,Got my Sony Vaio back today from their repair center.  Really missed Vista. Setting it up right now.  Got a lot of software to reinstall 
1,@Patrikianpolk everytime LOGO is twit I ask/beg 4 NA to be on! But I will ask/beg U! please!!   
1,"@JBmyworldxx joonam, I loved watching the @Jonasbrothers movie with you!  it was great  we rocked the house!! Literally. ..."
1,"Just turned in my PED 315 final exam, now off to give a stats presentation followed by an open note htm final...phew what a day "
0,@Matt_Tuck awww  you know no one can replace you.....you're fucking lead singer!!! love ya man!!!
0,Aww I remember teachn my lex to swim.. Wish she was that little again 
0,i miss my frens so much.... i promise myself not to cry.... 
1,Sidenote: I'm favoriting all my birthday love because I want to remember next month who im talking and who I shall turn my nose up at 
0,Im waiting on the phone call. I just need that call. I have to have it soon. Im going on emotional rollercoster and I do not like it. 
1,"@Mennard You are very sweet, my everyday hero friend "
1,@aparajuli good luck to you 
1,"@Cyndiinbc Cyndi, thanks for listening to my radio interview on CIUT FM! We had so much fun  What did u think?"
1,@yonaa I'm on bus now. He lives in that bus. Depends 
0,some of those are inbound and some are outbound.  All for/from the same user account which has been hacked 
0,"morning!! oo..my back hurts now..pray for my daddy plz,he has dengue fever.. "
1,@maryloulizeth later fat I'm already eatin mmhmmm 
0,Left ankle is swollen and hurts like asdjkl  - http://tweet.sg
0,@Dbomb252  are you still following me? please don't unfollow or block me. 
0,Courtney's last few hours here. *sadness* 
1,"Leaving @ 4 in the morning for Tampa then shopping, Monday board cruise @ 10:30, then GRAND CAYMON FOR THE WEEK!!!! "
0,It's raining... again 
0,Taking the 4 year old to the doctor this morning. She says her stomach still hurts and is totally lethargic.  I'm worried.
1,"@bgendvil no no, i do as well "
0,@lisamh77 very quick - im not sure i loved it  i had 10th row seats and didnt even have time to say hi to all the guys
0,Rock is dead ? ReportÃ© au 11 Octobre ! 
0,NOTE: Don't jab your finger in the door.  Result - Blood gushing everywhere inside and outside fingernail 
0,@hamiltonhadwin  It was for the better.  You will now have a happier &amp; trusting marriage ahead of you.
1,A great way to start your morning: use sparkly frog-shaped soap. 
1,"@Gilgamesh247 no, I don't want to talk about it. And if I did, I would probably talk to someone I knew.  Thank you though!"
1,Christa's house w/ Moe &amp; 1800! Partyyyy 
1,spending time at home today  going to clean and do laundry!
